serial_no,frame_no,timestamp,object_class,class_id,track_id,confidence,x1,y1,x2,y2
1458,899,29.967,tv,62,253,0.4192,1.22,0.79,1247.54,637.5
1459,901,30.033,tv,62,253,0.4768,0.0,0.45,1251.07,641.7
1460,902,30.067,tv,62,253,0.3927,4.8,0.43,1249.83,638.69
1461,903,30.1,tv,62,253,0.4332,6.01,0.39,1249.04,638.76
1462,904,30.133,tv,62,253,0.4016,4.12,0.77,1247.23,640.67
1463,904,30.133,cup,41,257,0.4072,691.61,929.73,886.52,1166.53
1464,905,30.167,cup,41,257,0.4472,693.45,929.96,887.57,1166.79
1465,905,30.167,cup,41,265,0.4757,442.28,1032.74,615.89,1191.74
1466,906,30.2,cup,41,257,0.5866,694.68,930.99,887.9,1167.64
1467,906,30.2,tv,62,253,0.5425,1.6,1.26,1241.26,641.57
1468,907,30.233,cup,41,257,0.6032,695.32,931.65,888.47,1169.13
1469,907,30.233,tv,62,253,0.4715,0.0,1.36,1236.56,644.23
1470,908,30.267,cup,41,257,0.608,697.79,933.66,889.66,1170.84
1471,908,30.267,tv,62,253,0.4933,0.0,1.46,1231.41,642.24
1472,909,30.3,cup,41,257,0.4859,699.91,934.83,891.22,1172.55
1473,909,30.3,cup,41,265,0.3629,452.18,1043.0,622.23,1198.89
1474,910,30.333,cup,41,257,0.4922,700.94,936.14,891.47,1174.33
1475,910,30.333,tv,62,253,0.5777,0.0,1.54,1226.47,645.39
1476,911,30.367,cup,41,257,0.6835,700.75,936.56,889.16,1175.28
1477,911,30.367,tv,62,253,0.3756,0.0,1.36,1218.4,644.28
1478,911,30.367,cup,41,265,0.3987,457.99,1044.86,627.96,1201.51
1479,912,30.4,cup,41,257,0.5478,701.29,935.88,887.09,1174.46
1480,914,30.467,cup,41,265,0.3637,460.14,1043.87,620.86,1195.81
1481,916,30.533,person,0,268,0.3934,386.81,1046.96,1140.17,1406.99
1482,917,30.567,person,0,268,0.673,393.72,1056.57,1128.69,1407.78
1483,918,30.6,person,0,268,0.7274,385.65,1068.36,1096.4,1408.0
1484,919,30.633,person,0,268,0.4036,412.37,1074.82,1113.65,1408.0
1485,919,30.633,tv,62,253,0.3643,0.0,0.68,1132.8,615.76
1486,920,30.667,person,0,268,0.641,394.58,1082.1,1081.52,1408.0
1487,921,30.7,person,0,268,0.6117,394.24,1085.2,1077.02,1408.0
1488,921,30.7,cup,41,257,0.4887,705.44,902.72,883.85,1135.48
1489,922,30.733,person,0,268,0.6179,382.63,1088.95,1061.07,1408.0
1490,922,30.733,cup,41,257,0.5272,705.01,899.48,883.15,1135.62
1491,923,30.767,person,0,268,0.4066,374.38,1094.59,1046.05,1408.0
1492,923,30.767,cup,41,257,0.5006,705.76,896.89,882.58,1134.69
1493,923,30.767,cup,41,270,0.4463,463.25,1029.76,587.97,1143.56
1494,924,30.8,person,0,268,0.4267,361.91,1091.27,1044.76,1408.0
1495,924,30.8,cup,41,257,0.5116,705.85,895.2,880.77,1133.14
1496,925,30.833,cup,41,257,0.451,705.52,893.64,878.39,1131.25
1497,926,30.867,cup,41,257,0.4794,705.42,892.1,875.79,1128.55
1498,927,30.9,cup,41,257,0.3744,705.23,889.81,873.72,1126.08
1499,929,30.967,person,0,271,0.3524,1.47,511.31,709.82,1404.98
1500,930,31.0,person,0,271,0.5096,4.16,526.25,701.98,1406.41
1501,930,31.0,tv,62,253,0.4482,0.0,0.52,1106.25,661.86
1502,931,31.033,tv,62,253,0.4526,0.0,0.12,1084.82,658.87
1503,931,31.033,cup,41,257,0.4524,705.61,888.07,871.85,1124.01
1504,932,31.067,cup,41,257,0.3996,705.13,885.9,869.7,1122.12
1505,932,31.067,person,0,271,0.4709,1.08,539.99,688.3,1406.73
1506,933,31.1,tv,62,253,0.4315,0.0,0.64,1052.45,643.24
1507,934,31.133,tv,62,253,0.4553,0.0,1.96,1027.69,628.52
1508,935,31.167,tv,62,253,0.3763,0.0,2.18,1019.75,631.37
1509,935,31.167,cup,41,257,0.4184,700.14,878.35,862.52,1114.84
1510,944,31.467,tv,62,253,0.3645,0.0,1.52,1011.79,658.7
1511,945,31.5,tv,62,253,0.3643,0.0,1.93,995.84,651.38
1512,946,31.533,tv,62,253,0.4447,0.0,1.74,989.48,652.01
1513,948,31.6,tv,62,253,0.4202,0.0,1.95,980.02,645.64
1514,949,31.633,cup,41,257,0.3544,704.5,877.46,862.51,1113.32
1515,952,31.733,cup,41,257,0.3622,707.52,877.84,864.07,1115.84
1516,953,31.767,mouse,64,275,0.5506,549.87,1073.21,712.49,1279.81
1517,954,31.8,mouse,64,275,0.4875,549.87,1073.94,711.91,1279.75
1518,954,31.8,tv,62,253,0.3755,0.0,2.51,977.54,640.69
1519,957,31.9,tv,62,253,0.3824,0.0,2.48,977.94,647.02
1520,960,32.0,cup,41,257,0.3839,705.8,883.38,857.63,1118.16
1521,960,32.0,tv,62,253,0.3689,0.0,2.66,977.06,657.75
1522,963,32.1,cup,41,257,0.3518,705.78,896.25,853.18,1127.01
1523,964,32.133,cup,41,257,0.5024,706.45,902.52,853.61,1135.48
1524,965,32.167,cup,41,257,0.548,707.53,908.91,854.53,1143.77
1525,966,32.2,cup,41,257,0.4261,709.06,915.99,855.78,1151.4
1526,966,32.2,mouse,64,275,0.4357,542.44,1108.69,706.82,1316.21
1527,967,32.233,mouse,64,275,0.5186,543.06,1110.83,710.47,1322.06
1528,976,32.533,cup,41,257,0.382,715.56,925.97,859.63,1158.98
1529,977,32.567,cup,41,275,0.4249,545.79,1101.47,718.28,1318.08
1530,978,32.6,cup,41,257,0.4476,720.44,921.75,863.51,1154.68
1531,979,32.633,cup,41,257,0.4479,721.84,919.7,864.64,1153.35
1532,980,32.667,cup,41,257,0.4581,722.72,918.17,865.16,1152.05
1533,981,32.7,cup,41,257,0.4465,723.16,916.52,865.09,1149.92
1534,982,32.733,cup,41,257,0.3581,723.28,915.43,864.45,1147.51
1535,983,32.767,cup,41,257,0.435,724.08,914.8,864.33,1144.74
1536,984,32.8,cup,41,257,0.4951,725.24,914.13,865.07,1143.0
1537,985,32.833,cup,41,257,0.5485,728.11,914.86,866.86,1142.26
1538,985,32.833,person,0,282,0.4036,0.0,1016.47,735.98,1406.21
1539,986,32.867,cup,41,257,0.625,728.91,914.94,868.01,1142.95
1540,987,32.9,cup,41,257,0.637,729.28,914.65,868.48,1142.34
1541,988,32.933,cup,41,257,0.5319,729.94,914.25,869.85,1142.69
1542,989,32.967,cup,41,257,0.383,731.03,914.15,870.81,1141.75
1543,989,32.967,person,0,282,0.3636,2.52,1021.48,738.54,1407.94
1544,990,33.0,cup,41,257,0.3888,731.65,913.46,871.92,1141.31
1545,991,33.033,cup,41,257,0.5269,732.0,912.94,872.76,1141.03
1546,993,33.1,cup,41,257,0.45,733.67,912.73,874.76,1140.94
1547,994,33.133,cup,41,257,0.4623,734.47,912.08,876.42,1141.08
1548,995,33.167,cup,41,257,0.4313,736.34,911.79,878.78,1141.02
1549,996,33.2,cup,41,257,0.5126,737.16,911.48,880.24,1141.29
1550,996,33.2,person,0,282,0.4548,1.7,1019.53,739.41,1407.17
1551,997,33.233,cup,41,257,0.5207,736.61,911.77,879.99,1141.86
1552,998,33.267,cup,41,257,0.4303,734.94,912.32,878.76,1143.0
1553,999,33.3,cup,41,257,0.4465,733.96,912.07,877.51,1142.47
1554,999,33.3,person,0,282,0.4991,0.0,1023.19,730.41,1407.93
1555,1002,33.4,cup,41,257,0.4189,729.44,912.38,875.27,1147.43
1556,1002,33.4,person,0,282,0.441,0.0,1023.4,711.27,1407.83
1557,1003,33.433,cup,41,257,0.424,727.74,912.28,873.47,1147.64
1558,1003,33.433,person,0,282,0.4257,0.0,1030.99,697.76,1407.61
1559,1004,33.467,cup,41,257,0.3648,726.43,912.76,871.55,1147.18
1560,1005,33.5,cup,41,257,0.4622,725.76,912.35,870.57,1146.34
1561,1005,33.5,person,0,282,0.4264,0.0,1035.91,696.11,1407.84
1562,1006,33.533,cup,41,257,0.4537,725.77,912.66,870.54,1146.85
1563,1007,33.567,cup,41,257,0.5267,725.39,911.99,870.4,1146.72
1564,1008,33.6,cup,41,257,0.4211,725.23,910.95,869.98,1145.42
1565,1009,33.633,cup,41,257,0.5777,725.08,910.45,869.64,1144.76
1566,1010,33.667,cup,41,257,0.6032,725.65,909.38,870.13,1143.85
1567,1010,33.667,person,0,282,0.4377,216.55,1027.47,942.48,1408.0
1568,1011,33.7,cup,41,257,0.6283,726.11,908.79,870.15,1142.67
1569,1012,33.733,cup,41,257,0.5806,726.66,909.96,870.35,1143.39
1570,1013,33.767,cup,41,257,0.4287,726.66,911.87,870.75,1146.28
1571,1013,33.767,person,0,282,0.5291,280.29,1032.05,997.85,1408.0
1572,1014,33.8,cup,41,257,0.4998,727.04,915.41,871.57,1150.67
1573,1015,33.833,cup,41,257,0.5432,726.89,918.74,871.44,1154.2
1574,1016,33.867,cup,41,257,0.3524,726.5,920.16,871.2,1156.14
1575,1016,33.867,cup,41,286,0.4304,543.63,1102.12,725.1,1336.35
1576,1017,33.9,cup,41,257,0.495,726.32,919.63,871.48,1156.79
1577,1017,33.9,cup,41,286,0.4871,548.87,1106.07,727.73,1336.96
1578,1018,33.933,cup,41,257,0.5307,726.43,919.44,871.45,1156.68
1579,1018,33.933,cup,41,286,0.4026,554.66,1111.46,732.56,1340.92
1580,1018,33.933,cup,41,287,0.4158,485.9,1049.06,606.63,1198.6
1581,1019,33.967,cup,41,257,0.5356,725.87,919.88,870.84,1157.46
1582,1019,33.967,cup,41,287,0.4885,486.96,1050.21,605.94,1197.41
1583,1020,34.0,cup,41,257,0.4067,726.33,921.59,870.34,1157.63
1584,1020,34.0,cup,41,287,0.394,487.58,1052.67,606.5,1199.54
1585,1021,34.033,cup,41,257,0.4032,725.45,920.35,870.22,1157.82
1586,1021,34.033,cup,41,287,0.3615,486.15,1051.39,605.17,1198.07
1587,1022,34.067,cup,41,257,0.4236,724.03,917.8,869.03,1155.98
1588,1022,34.067,cup,41,287,0.3504,484.51,1047.2,602.9,1192.75
1589,1022,34.067,cup,41,286,0.451,554.24,1104.7,738.36,1341.46
1590,1023,34.1,cup,41,257,0.5837,723.1,915.26,868.28,1153.78
1591,1023,34.1,cup,41,287,0.3927,483.19,1042.31,601.31,1187.26
1592,1023,34.1,cup,41,286,0.4446,551.7,1101.15,737.4,1339.44
1593,1024,34.133,cup,41,257,0.4902,722.89,914.37,867.64,1152.42
1594,1025,34.167,cup,41,257,0.3881,721.82,914.23,866.19,1151.93
1595,1026,34.2,cup,41,257,0.5514,720.89,916.72,865.06,1154.45
1596,1027,34.233,cup,41,257,0.4187,720.58,920.63,863.97,1157.24
1597,1028,34.267,cup,41,257,0.3832,721.03,924.0,863.86,1159.78
1598,1028,34.267,cup,41,287,0.4701,479.8,1023.65,599.26,1170.28
1599,1028,34.267,cup,41,286,0.4032,536.54,1096.21,716.71,1328.58
1600,1029,34.3,cup,41,257,0.5529,721.88,928.1,865.17,1164.35
1601,1029,34.3,cup,41,287,0.6246,480.64,1019.9,602.48,1170.02
1602,1029,34.3,cup,41,286,0.3898,539.81,1097.14,706.46,1311.83
1603,1030,34.333,cup,41,257,0.6301,724.18,932.82,868.52,1170.11
1604,1030,34.333,cup,41,287,0.4205,487.39,1016.49,604.01,1159.3
1605,1031,34.367,cup,41,257,0.6367,727.63,937.91,872.83,1175.54
1606,1031,34.367,cup,41,287,0.4591,494.32,1007.44,606.78,1144.01
1607,1032,34.4,cup,41,257,0.5292,731.99,943.64,879.19,1183.14
1608,1032,34.4,cup,41,287,0.4412,503.07,1003.09,613.43,1135.33
1609,1033,34.433,cup,41,257,0.4298,738.21,949.5,887.36,1190.27
1610,1033,34.433,cup,41,287,0.6404,509.63,998.48,632.93,1146.07
1611,1034,34.467,cup,41,257,0.4803,747.59,954.78,898.08,1195.35
1612,1034,34.467,cup,41,287,0.7466,516.49,993.06,647.48,1150.74
1613,1035,34.5,cup,41,257,0.4573,758.71,957.33,910.25,1197.33
1614,1035,34.5,cup,41,287,0.78,529.19,987.07,662.21,1148.51
1615,1036,34.533,cup,41,257,0.4061,772.8,957.14,926.08,1196.93
1616,1036,34.533,cup,41,287,0.6727,545.01,978.35,679.22,1143.14
1617,1037,34.567,cup,41,287,0.6396,564.54,970.61,697.52,1136.01
1618,1038,34.6,cup,41,287,0.6131,587.25,964.75,718.46,1130.24
1619,1038,34.6,cup,41,257,0.3732,809.44,958.73,963.44,1195.4
1620,1039,34.633,cup,41,287,0.5234,611.26,961.86,740.98,1127.62
1621,1040,34.667,cup,41,287,0.4422,637.6,959.95,766.16,1126.33
1622,1041,34.7,cup,41,287,0.4983,666.97,961.9,791.82,1125.26
1623,1045,34.833,refrigerator,72,293,0.5106,17.0,12.03,872.74,1331.2
1624,1046,34.867,refrigerator,72,293,0.6678,41.66,6.92,898.67,1325.34
1625,1047,34.9,refrigerator,72,293,0.7132,78.5,11.08,935.86,1326.23
1626,1048,34.933,refrigerator,72,293,0.5974,115.44,2.81,979.94,1323.62
1627,1049,34.967,refrigerator,72,293,0.644,137.02,0.11,1013.51,1330.15
1628,1050,35.0,refrigerator,72,293,0.6096,130.98,0.0,1024.87,1339.2
1629,1051,35.033,refrigerator,72,293,0.506,337.21,0.0,1213.51,1336.8
1630,1052,35.067,refrigerator,72,293,0.6693,450.02,12.28,1306.48,1345.33
1631,1053,35.1,refrigerator,72,293,0.8489,512.39,6.12,1359.98,1351.19
1632,1054,35.133,refrigerator,72,293,0.7684,555.7,4.56,1391.54,1356.76
1633,1055,35.167,refrigerator,72,293,0.8706,590.29,4.77,1408.0,1365.01
1634,1056,35.2,refrigerator,72,293,0.8402,620.54,5.42,1408.0,1364.4
1635,1057,35.233,refrigerator,72,293,0.891,645.35,23.36,1408.0,1374.59
1636,1058,35.267,refrigerator,72,293,0.9011,671.89,18.39,1408.0,1365.22
1637,1059,35.3,refrigerator,72,293,0.903,690.12,27.07,1408.0,1370.22
1638,1060,35.333,refrigerator,72,293,0.9135,699.84,32.75,1408.0,1374.36
1639,1061,35.367,refrigerator,72,293,0.9119,709.73,36.82,1408.0,1369.87
1640,1062,35.4,refrigerator,72,293,0.9158,717.85,27.38,1408.0,1368.91
1641,1063,35.433,refrigerator,72,293,0.9132,723.49,23.01,1408.0,1363.49
1642,1064,35.467,refrigerator,72,293,0.9143,728.15,21.21,1408.0,1354.73
1643,1065,35.5,refrigerator,72,293,0.8978,731.79,18.37,1408.0,1352.79
1644,1066,35.533,refrigerator,72,293,0.9158,745.94,44.92,1408.0,1348.05
1645,1067,35.567,refrigerator,72,293,0.9124,742.37,24.99,1408.0,1367.3
1646,1068,35.6,refrigerator,72,293,0.922,748.39,52.07,1408.0,1386.09
1647,1069,35.633,refrigerator,72,293,0.9187,748.5,47.51,1408.0,1391.91
1648,1070,35.667,refrigerator,72,293,0.9375,745.35,21.18,1408.0,1396.62
1649,1071,35.7,refrigerator,72,293,0.9323,750.82,17.46,1408.0,1382.66
1650,1072,35.733,refrigerator,72,293,0.9223,760.17,18.72,1408.0,1370.6
1651,1073,35.767,refrigerator,72,293,0.8644,769.17,32.02,1408.0,1356.15
1652,1074,35.8,refrigerator,72,293,0.7736,764.27,18.49,1408.0,1358.98
1653,1075,35.833,refrigerator,72,293,0.6249,769.38,11.45,1408.0,1324.51
1654,1076,35.867,refrigerator,72,293,0.8082,779.98,10.96,1408.0,1291.1
1655,1077,35.9,refrigerator,72,293,0.8808,780.73,9.95,1408.0,1289.16
1656,1078,35.933,refrigerator,72,293,0.8336,780.65,7.76,1408.0,1297.94
1657,1079,35.967,refrigerator,72,293,0.8179,784.29,8.55,1408.0,1291.98
1658,1080,36.0,refrigerator,72,293,0.7533,783.25,5.38,1408.0,1292.89
1659,1081,36.033,refrigerator,72,293,0.7571,782.73,4.27,1408.0,1293.73
1660,1082,36.067,refrigerator,72,293,0.7636,781.45,2.96,1408.0,1289.33
1661,1083,36.1,refrigerator,72,293,0.8563,772.77,3.43,1404.27,1290.71
1662,1084,36.133,refrigerator,72,293,0.3838,760.41,2.93,1398.39,1298.25
1663,1086,36.2,refrigerator,72,293,0.5503,740.25,3.14,1381.0,1291.32
1664,1087,36.233,refrigerator,72,293,0.3737,718.41,1.88,1369.02,1291.92
1665,1088,36.267,refrigerator,72,293,0.6394,702.54,0.18,1365.94,1297.37
1666,1089,36.3,refrigerator,72,293,0.3557,685.96,0.0,1365.35,1309.39
1667,1090,36.333,refrigerator,72,293,0.6075,670.7,0.0,1357.23,1299.16
1668,1091,36.367,refrigerator,72,293,0.8234,663.66,1.23,1356.91,1292.44
1669,1092,36.4,refrigerator,72,293,0.4471,654.21,0.13,1358.14,1292.96
1670,1099,36.633,refrigerator,72,293,0.5192,289.36,2.8,1104.27,1345.38
1671,1101,36.7,toilet,61,295,0.4967,259.64,1053.68,638.25,1406.19
1672,1101,36.7,refrigerator,72,293,0.5057,252.85,1.68,1148.02,1350.73
1673,1102,36.733,person,0,295,0.564,259.85,1018.2,678.33,1407.52
1674,1102,36.733,refrigerator,72,293,0.6671,220.96,1.27,1181.37,1366.09
1675,1103,36.767,refrigerator,72,293,0.6777,200.83,1.7,1214.48,1372.68
1676,1104,36.8,refrigerator,72,293,0.7627,174.23,1.02,1234.7,1382.92
1677,1105,36.833,refrigerator,72,293,0.835,162.44,0.71,1255.32,1379.94
1678,1106,36.867,refrigerator,72,293,0.8026,149.36,0.56,1280.17,1391.67
1679,1107,36.9,refrigerator,72,293,0.8209,135.93,0.62,1293.01,1391.54
1680,1108,36.933,refrigerator,72,293,0.7843,132.6,1.76,1304.75,1382.88
1681,1108,36.933,bottle,39,299,0.7163,795.06,965.26,1037.57,1318.91
1682,1108,36.933,bottle,39,300,0.5751,915.11,812.03,1051.32,998.58
1683,1109,36.967,refrigerator,72,293,0.8193,131.71,1.12,1304.22,1356.33
1684,1109,36.967,bottle,39,299,0.5117,831.47,977.85,1035.09,1273.71
1685,1109,36.967,bottle,39,300,0.6409,899.61,815.47,1047.51,1018.47
1686,1110,37.0,refrigerator,72,293,0.8248,113.02,1.64,1290.83,1340.49
1687,1110,37.0,bottle,39,299,0.6346,811.43,986.41,1054.53,1338.94
1688,1110,37.0,bottle,39,300,0.5257,885.25,819.16,1043.49,1037.45
1689,1110,37.0,bottle,39,302,0.5295,469.74,804.83,817.41,1179.96
1690,1111,37.033,refrigerator,72,293,0.8399,107.21,3.36,1308.1,1347.38
1691,1111,37.033,bottle,39,299,0.6584,806.4,1001.81,1070.65,1384.8
1692,1111,37.033,bottle,39,302,0.3566,489.74,798.19,836.59,1173.16
1693,1112,37.067,refrigerator,72,293,0.8195,82.28,2.91,1324.66,1379.57
1694,1112,37.067,bottle,39,299,0.4235,836.1,1016.57,1073.12,1358.99
1695,1112,37.067,bottle,39,300,0.6099,852.68,789.43,1026.93,1032.95
1696,1113,37.1,refrigerator,72,293,0.7688,87.75,2.15,1316.74,1344.68
1697,1113,37.1,bottle,39,299,0.3505,855.44,1025.82,1070.38,1334.32
1698,1113,37.1,bottle,39,300,0.6722,837.71,785.87,1012.98,1034.56
1699,1114,37.133,refrigerator,72,293,0.8545,85.49,3.79,1314.59,1327.59
1700,1114,37.133,bottle,39,299,0.4743,862.42,1031.31,1072.87,1331.91
1701,1114,37.133,bottle,39,300,0.6234,830.27,803.88,990.5,1033.87
1702,1114,37.133,bottle,39,302,0.4263,540.17,775.69,888.44,1154.84
1703,1115,37.167,refrigerator,72,293,0.8612,70.47,1.46,1318.79,1330.03
1704,1115,37.167,bottle,39,299,0.5309,863.86,1033.01,1075.35,1333.27
1705,1115,37.167,bottle,39,300,0.4767,829.36,815.25,971.8,1022.24
1706,1115,37.167,bottle,39,304,0.4677,953.87,402.49,1148.92,761.43
1707,1116,37.2,refrigerator,72,293,0.8532,66.94,0.58,1321.56,1319.5
1708,1116,37.2,bottle,39,304,0.354,947.09,395.16,1140.25,751.02
1709,1117,37.233,refrigerator,72,293,0.8345,64.19,1.92,1324.71,1313.16
1710,1117,37.233,bottle,39,304,0.3665,931.76,391.33,1130.13,757.82
1711,1118,37.267,refrigerator,72,293,0.8514,58.15,0.73,1332.71,1314.48
1712,1118,37.267,bottle,39,304,0.4936,923.06,390.67,1112.39,740.6
1713,1118,37.267,bottle,39,302,0.3713,640.2,759.04,951.0,1103.73
1714,1119,37.3,refrigerator,72,293,0.8438,50.8,0.28,1337.63,1316.22
1715,1119,37.3,bottle,39,304,0.5089,909.09,389.44,1097.31,737.16
1716,1120,37.333,refrigerator,72,293,0.828,45.56,1.91,1343.34,1319.31
1717,1120,37.333,bottle,39,304,0.6334,895.78,391.72,1081.17,734.29
1718,1121,37.367,refrigerator,72,293,0.855,49.84,5.24,1344.97,1309.33
1719,1121,37.367,bottle,39,304,0.4429,879.16,394.2,1061.89,731.13
1720,1122,37.4,refrigerator,72,293,0.8669,48.95,11.37,1350.23,1313.13
1721,1122,37.4,bottle,39,304,0.5742,865.06,401.02,1049.54,741.41
1722,1122,37.4,bottle,39,299,0.4967,818.87,1044.65,1062.83,1391.05
1723,1123,37.433,refrigerator,72,293,0.8631,45.17,19.34,1355.48,1323.07
1724,1123,37.433,bottle,39,304,0.475,848.41,406.5,1038.43,757.7
1725,1124,37.467,refrigerator,72,293,0.8612,42.55,28.69,1358.24,1331.0
1726,1124,37.467,bottle,39,304,0.4604,836.17,414.95,1021.25,756.74
1727,1124,37.467,person,0,295,0.5579,252.64,862.04,830.1,1406.69
1728,1124,37.467,bottle,39,299,0.411,810.57,1053.12,1048.03,1386.61
1729,1125,37.5,refrigerator,72,293,0.8612,34.06,37.75,1361.63,1346.18
1730,1125,37.5,bottle,39,304,0.3996,822.98,425.63,1006.98,766.74
1731,1125,37.5,person,0,295,0.4683,274.4,874.64,830.65,1407.21
1732,1126,37.533,refrigerator,72,293,0.8686,24.46,36.58,1378.25,1370.27
1733,1126,37.533,bottle,39,304,0.5242,811.47,440.33,993.34,779.11
1734,1126,37.533,person,0,295,0.4985,285.24,889.06,822.24,1406.84
1735,1127,37.567,refrigerator,72,293,0.8395,17.26,28.03,1389.62,1380.62
1736,1127,37.567,bottle,39,304,0.7278,798.61,449.29,978.73,784.9
1737,1127,37.567,person,0,295,0.6268,306.17,915.52,816.19,1407.49
1738,1127,37.567,bottle,39,308,0.4331,703.1,1.12,827.77,186.82
1739,1127,37.567,bottle,39,299,0.4775,798.63,1079.55,1015.09,1380.92
1740,1128,37.6,refrigerator,72,293,0.8,8.54,14.81,1399.83,1385.77
1741,1128,37.6,bottle,39,304,0.6536,791.25,467.43,968.9,799.79
1742,1128,37.6,person,0,295,0.5526,325.16,936.99,812.57,1407.75
1743,1128,37.6,bottle,39,308,0.6265,691.22,1.02,824.84,200.6
1744,1129,37.633,refrigerator,72,293,0.8304,0.18,6.43,1402.81,1389.1
1745,1129,37.633,bottle,39,304,0.5199,784.21,480.52,960.55,811.93
1746,1129,37.633,person,0,295,0.5869,345.51,962.1,808.42,1407.86
1747,1129,37.633,bottle,39,308,0.5748,679.45,0.7,823.35,216.98
1748,1130,37.667,refrigerator,72,293,0.8312,0.0,1.95,1401.96,1385.89
1749,1130,37.667,bottle,39,304,0.5511,776.97,492.05,952.5,822.23
1750,1130,37.667,person,0,295,0.5203,355.43,986.3,797.93,1407.91
1751,1130,37.667,bottle,39,308,0.6087,673.53,7.43,820.53,230.26
1752,1130,37.667,bottle,39,311,0.4046,729.98,890.29,816.75,1023.7
1753,1130,37.667,bottle,39,314,0.4268,531.0,34.08,612.65,159.22
1754,1131,37.7,refrigerator,72,293,0.8503,0.0,0.47,1404.67,1394.98
1755,1131,37.7,bottle,39,304,0.5144,774.68,502.65,950.43,834.98
1756,1131,37.7,person,0,295,0.4522,366.8,1002.89,796.96,1407.93
1757,1131,37.7,bottle,39,308,0.4115,667.66,7.37,821.74,243.78
1758,1131,37.7,bottle,39,314,0.354,531.8,47.01,612.36,170.49
1759,1132,37.733,refrigerator,72,293,0.8404,0.0,0.0,1405.77,1393.8
1760,1132,37.733,bottle,39,304,0.6281,777.99,515.84,950.24,842.82
1761,1132,37.733,bottle,39,308,0.5979,668.99,5.92,827.41,252.87
1762,1132,37.733,bottle,39,299,0.3781,798.16,1131.27,996.95,1405.52
1763,1132,37.733,bottle,39,311,0.5247,720.26,869.91,838.27,1052.77
1764,1133,37.767,refrigerator,72,293,0.8465,0.0,0.81,1404.43,1389.75
1765,1133,37.767,bottle,39,304,0.5857,781.54,528.34,951.36,852.06
1766,1133,37.767,bottle,39,308,0.5608,674.63,10.69,833.93,263.36
1767,1133,37.767,bottle,39,299,0.4032,799.3,1141.5,995.27,1408.0
1768,1133,37.767,person,0,295,0.3816,382.34,1023.53,797.77,1408.0
1769,1134,37.8,refrigerator,72,293,0.8435,9.1,4.36,1396.68,1371.0
1770,1134,37.8,bottle,39,304,0.5594,785.31,537.72,952.6,857.98
1771,1134,37.8,bottle,39,308,0.552,680.5,19.23,839.22,275.7
1772,1134,37.8,person,0,295,0.6077,381.91,1021.06,805.22,1408.0
1773,1135,37.833,refrigerator,72,293,0.8512,0.0,1.32,1406.91,1395.8
1774,1135,37.833,bottle,39,304,0.6205,785.34,551.0,951.62,870.39
1775,1135,37.833,bottle,39,308,0.4826,688.5,34.04,842.47,287.67
1776,1135,37.833,person,0,295,0.5279,390.25,1028.57,809.63,1408.0
1777,1135,37.833,bottle,39,311,0.4728,737.34,890.42,848.35,1064.25
1778,1136,37.867,refrigerator,72,293,0.847,0.0,0.98,1408.0,1404.96
1779,1136,37.867,bottle,39,304,0.633,776.51,560.12,948.79,894.5
1780,1136,37.867,bottle,39,308,0.6098,690.38,44.03,842.06,298.9
1781,1136,37.867,bottle,39,318,0.5164,564.16,107.3,638.93,235.95
1782,1136,37.867,bottle,39,311,0.44,739.26,901.14,846.71,1071.14
1783,1137,37.9,refrigerator,72,293,0.8232,0.0,23.82,1399.74,1408.0
1784,1137,37.9,bottle,39,308,0.5894,687.68,52.54,837.69,310.04
1785,1137,37.9,bottle,39,318,0.4808,561.38,118.53,636.35,247.44
1786,1137,37.9,bottle,39,319,0.4905,627.58,146.19,705.12,269.38
1787,1138,37.933,refrigerator,72,293,0.8391,0.0,8.67,1408.0,1408.0
1788,1138,37.933,bottle,39,308,0.6235,683.15,62.79,828.47,317.53
1789,1138,37.933,bottle,39,318,0.489,556.15,130.32,629.87,257.07
1790,1138,37.933,bottle,39,319,0.3954,621.59,157.58,697.36,278.06
1791,1138,37.933,bottle,39,304,0.5915,756.73,579.96,908.89,877.58
1792,1139,37.967,refrigerator,72,293,0.8415,0.0,2.97,1408.0,1408.0
1793,1139,37.967,bottle,39,308,0.5823,675.46,72.52,814.93,322.31
1794,1139,37.967,bottle,39,318,0.5218,544.76,137.85,617.31,262.3
1795,1139,37.967,bottle,39,319,0.388,611.55,163.71,688.52,286.14
1796,1139,37.967,bottle,39,299,0.3797,763.19,1182.22,936.37,1408.0
1797,1140,38.0,refrigerator,72,293,0.7991,0.0,0.8,1408.0,1408.0
1798,1140,38.0,bottle,39,308,0.6192,663.38,76.6,795.05,316.35
1799,1140,38.0,bottle,39,318,0.4819,529.34,140.65,602.02,265.12
1800,1140,38.0,bottle,39,319,0.4298,597.11,166.17,674.55,289.66
1801,1141,38.033,refrigerator,72,293,0.8187,0.0,0.01,1408.0,1408.0
1802,1141,38.033,bottle,39,308,0.5603,639.19,71.38,765.59,310.11
1803,1141,38.033,bottle,39,299,0.4948,719.03,1179.43,893.71,1408.0
1804,1142,38.067,refrigerator,72,293,0.7897,0.0,0.0,1408.0,1408.0
1805,1142,38.067,bottle,39,299,0.6564,688.37,1175.92,863.72,1408.0
1806,1143,38.1,refrigerator,72,293,0.8226,0.0,1.99,1408.0,1408.0
