serial_no,frame_no,timestamp,object_class,class_id,track_id,confidence,x1,y1,x2,y2
741,547,18.233,bottle,39,164,0.3886,736.47,860.93,930.69,1191.87
742,548,18.267,refrigerator,72,165,0.4867,12.67,16.91,659.11,1384.93
743,549,18.3,refrigerator,72,165,0.4833,20.85,18.63,666.95,1383.96
744,549,18.3,bottle,39,164,0.3693,766.68,872.01,959.27,1199.5
745,550,18.333,bottle,39,164,0.4193,787.65,874.21,979.77,1200.07
746,551,18.367,bottle,39,164,0.5042,806.13,875.48,1001.38,1206.14
747,551,18.367,refrigerator,72,165,0.4534,36.96,9.75,683.37,1369.37
748,553,18.433,refrigerator,72,165,0.3646,58.56,7.91,712.4,1368.34
749,554,18.467,refrigerator,72,165,0.4167,70.46,2.61,737.79,1372.25
750,558,18.6,refrigerator,72,165,0.4016,125.57,12.52,826.09,1403.88
751,559,18.633,refrigerator,72,165,0.4428,128.76,10.88,855.42,1401.58
752,560,18.667,refrigerator,72,165,0.5579,137.92,4.33,891.7,1392.13
753,561,18.7,refrigerator,72,165,0.7724,143.39,1.76,929.6,1394.03
754,562,18.733,refrigerator,72,165,0.8666,147.34,6.48,965.99,1401.65
755,563,18.767,refrigerator,72,165,0.8628,152.83,2.08,1003.72,1397.18
756,564,18.8,refrigerator,72,165,0.8677,158.75,1.26,1042.32,1395.77
757,565,18.833,refrigerator,72,165,0.6602,167.92,1.48,1078.6,1395.39
758,566,18.867,refrigerator,72,165,0.7948,156.49,0.27,1098.31,1398.3
759,567,18.9,refrigerator,72,165,0.6916,149.97,0.65,1122.13,1401.86
760,568,18.933,refrigerator,72,165,0.7074,143.22,0.01,1138.96,1398.45
761,569,18.967,refrigerator,72,165,0.77,342.2,1.96,1305.82,1389.57
762,570,19.0,refrigerator,72,165,0.893,437.6,3.31,1370.88,1380.91
763,570,19.0,refrigerator,72,168,0.3808,34.35,0.0,1268.53,1355.03
764,571,19.033,refrigerator,72,165,0.8927,482.73,3.39,1395.63,1383.89
765,571,19.033,refrigerator,72,168,0.3962,40.03,0.01,1278.36,1358.77
766,572,19.067,refrigerator,72,165,0.9073,514.58,3.81,1401.05,1373.67
767,573,19.1,refrigerator,72,165,0.9121,532.7,2.29,1405.76,1378.99
768,574,19.133,refrigerator,72,165,0.9191,548.04,0.7,1408.0,1383.09
769,575,19.167,refrigerator,72,165,0.911,566.39,2.54,1408.0,1385.42
770,576,19.2,refrigerator,72,165,0.9176,580.79,3.91,1408.0,1390.99
771,577,19.233,refrigerator,72,165,0.914,596.03,11.67,1408.0,1396.95
772,578,19.267,refrigerator,72,165,0.9082,611.68,20.04,1408.0,1401.78
773,579,19.3,refrigerator,72,165,0.9186,622.45,18.19,1408.0,1404.17
774,580,19.333,refrigerator,72,165,0.9136,630.49,14.33,1408.0,1405.25
775,581,19.367,refrigerator,72,165,0.9095,640.71,9.92,1408.0,1387.97
776,582,19.4,refrigerator,72,165,0.8977,644.53,7.53,1408.0,1377.38
777,583,19.433,refrigerator,72,165,0.8863,638.59,4.4,1408.0,1379.08
778,584,19.467,refrigerator,72,165,0.8769,635.21,2.41,1408.0,1377.51
779,585,19.5,refrigerator,72,165,0.8983,628.83,2.27,1408.0,1375.94
780,586,19.533,refrigerator,72,165,0.9205,628.96,2.51,1400.17,1356.56
781,587,19.567,refrigerator,72,165,0.8585,624.29,1.23,1388.66,1339.47
782,588,19.6,refrigerator,72,165,0.8776,622.15,0.85,1377.3,1314.22
783,589,19.633,refrigerator,72,165,0.8169,617.01,7.12,1376.53,1315.29
784,590,19.667,refrigerator,72,165,0.8336,611.06,7.3,1374.54,1308.77
785,591,19.7,refrigerator,72,165,0.8663,600.45,2.52,1381.32,1324.74
786,592,19.733,refrigerator,72,165,0.8612,592.6,2.87,1383.96,1334.11
787,593,19.767,refrigerator,72,165,0.8189,579.82,3.2,1384.46,1348.33
788,594,19.8,refrigerator,72,165,0.8849,576.63,3.2,1382.68,1341.12
789,595,19.833,refrigerator,72,165,0.8991,574.57,2.64,1386.86,1344.36
790,596,19.867,refrigerator,72,165,0.8994,574.17,4.09,1388.05,1341.25
791,597,19.9,refrigerator,72,165,0.9249,572.76,3.0,1388.42,1336.65
792,598,19.933,refrigerator,72,165,0.9163,571.39,4.13,1390.15,1336.9
793,599,19.967,refrigerator,72,165,0.8783,557.64,2.46,1381.63,1333.25
794,600,20.0,refrigerator,72,165,0.7499,542.44,3.27,1373.45,1331.72
795,601,20.033,refrigerator,72,165,0.481,508.87,2.9,1355.12,1335.22
796,602,20.067,refrigerator,72,165,0.3514,497.43,1.16,1365.28,1355.37
797,603,20.1,refrigerator,72,165,0.5485,483.16,1.33,1367.03,1367.35
798,604,20.133,refrigerator,72,165,0.3981,493.45,0.37,1379.58,1362.98
799,605,20.167,refrigerator,72,165,0.3599,471.58,0.02,1362.66,1356.25
800,606,20.2,refrigerator,72,165,0.8983,489.78,0.0,1369.84,1338.13
801,607,20.233,refrigerator,72,165,0.6596,308.0,0.0,1244.14,1350.43
802,608,20.267,refrigerator,72,165,0.6244,229.35,0.0,1224.06,1378.77
803,608,20.267,refrigerator,72,169,0.3895,478.88,0.0,1391.93,1377.3
804,609,20.3,refrigerator,72,165,0.5364,176.05,0.87,1211.04,1388.74
805,610,20.333,refrigerator,72,165,0.4147,156.84,0.37,1220.2,1382.74
806,611,20.367,refrigerator,72,165,0.4143,135.53,0.08,1229.64,1384.68
807,612,20.4,refrigerator,72,165,0.4389,114.25,0.0,1240.07,1392.58
808,613,20.433,refrigerator,72,165,0.6408,96.74,0.3,1253.22,1403.91
809,614,20.467,refrigerator,72,165,0.4301,92.62,1.26,1267.19,1402.57
810,615,20.5,refrigerator,72,165,0.5845,85.22,3.27,1281.37,1407.41
811,616,20.533,refrigerator,72,165,0.6964,77.82,4.77,1290.56,1408.0
812,617,20.567,refrigerator,72,165,0.7542,72.15,6.66,1299.68,1408.0
813,618,20.6,refrigerator,72,165,0.7565,70.83,2.44,1311.82,1403.77
814,618,20.6,bottle,39,170,0.7938,752.42,963.53,961.41,1297.57
815,619,20.633,refrigerator,72,165,0.7368,67.37,2.27,1320.04,1400.26
816,619,20.633,bottle,39,170,0.6911,765.35,968.08,981.27,1312.76
817,620,20.667,refrigerator,72,165,0.8186,70.97,1.79,1332.42,1393.09
818,620,20.667,bottle,39,170,0.5898,783.43,971.92,1007.7,1329.9
819,621,20.7,refrigerator,72,165,0.8063,68.63,1.56,1331.49,1378.82
820,621,20.7,bottle,39,170,0.4816,818.3,976.36,1009.72,1279.77
821,622,20.733,refrigerator,72,165,0.7894,73.29,0.5,1331.79,1358.16
822,622,20.733,bottle,39,170,0.6086,827.32,979.83,1021.03,1285.16
823,623,20.767,refrigerator,72,165,0.798,58.39,1.6,1339.17,1372.81
824,623,20.767,bottle,39,170,0.3789,842.75,981.6,1032.77,1278.67
825,624,20.8,refrigerator,72,165,0.8007,49.94,1.11,1337.29,1368.48
826,624,20.8,bottle,39,170,0.3846,855.67,982.04,1043.23,1272.53
827,624,20.8,bottle,39,174,0.403,819.08,849.58,1000.6,1236.14
828,625,20.833,refrigerator,72,165,0.8152,45.64,0.35,1336.33,1362.63
829,625,20.833,bottle,39,170,0.6864,857.66,982.12,1067.97,1304.49
830,625,20.833,bottle,39,175,0.5867,807.5,786.92,926.36,984.7
831,626,20.867,refrigerator,72,165,0.8335,40.5,0.06,1344.16,1366.76
832,626,20.867,bottle,39,170,0.7227,858.64,981.11,1084.67,1324.23
833,626,20.867,bottle,39,175,0.5177,787.9,779.82,914.69,991.36
834,626,20.867,bottle,39,176,0.5948,924.92,365.02,1095.36,701.37
835,626,20.867,bottle,39,174,0.4702,825.84,849.77,971.98,1158.28
836,627,20.9,refrigerator,72,165,0.8584,32.62,0.0,1365.17,1389.99
837,627,20.9,bottle,39,170,0.7434,868.74,981.44,1092.96,1316.01
838,627,20.9,bottle,39,175,0.4046,777.56,775.91,907.84,993.81
839,627,20.9,bottle,39,176,0.5718,919.71,359.71,1089.34,693.88
840,627,20.9,bottle,39,174,0.6155,828.71,850.32,966.15,1136.79
841,628,20.933,refrigerator,72,165,0.8724,29.08,0.0,1373.85,1395.98
842,628,20.933,bottle,39,170,0.6952,868.5,983.87,1085.86,1305.79
843,628,20.933,bottle,39,175,0.5409,761.89,777.54,899.81,1009.71
844,628,20.933,bottle,39,176,0.6057,912.66,356.7,1083.16,691.2
845,628,20.933,bottle,39,174,0.4995,826.28,852.28,968.54,1145.1
846,628,20.933,person,0,178,0.4029,391.54,1152.96,765.15,1408.0
847,629,20.967,refrigerator,72,165,0.8548,39.32,0.0,1365.76,1366.12
848,629,20.967,bottle,39,170,0.7051,872.7,985.51,1082.71,1291.56
849,629,20.967,bottle,39,175,0.4103,753.71,780.13,891.6,1014.43
850,629,20.967,bottle,39,176,0.6692,906.72,354.73,1080.04,692.62
851,629,20.967,bottle,39,174,0.5305,825.69,856.28,971.42,1152.28
852,630,21.0,refrigerator,72,165,0.8654,33.52,1.63,1361.94,1362.75
853,630,21.0,bottle,39,170,0.6783,881.57,987.46,1088.77,1285.82
854,630,21.0,bottle,39,175,0.4698,750.94,782.39,876.09,996.14
855,630,21.0,bottle,39,176,0.5291,903.69,354.29,1077.44,690.7
856,630,21.0,bottle,39,174,0.4135,827.35,860.48,972.71,1150.74
857,630,21.0,person,0,178,0.3828,342.59,1079.3,820.86,1407.82
858,631,21.033,refrigerator,72,165,0.8501,28.02,1.52,1374.53,1375.32
859,631,21.033,bottle,39,170,0.6907,884.22,990.33,1093.5,1288.23
860,631,21.033,bottle,39,175,0.5251,745.34,786.58,867.04,996.2
861,631,21.033,bottle,39,176,0.6719,899.64,356.65,1073.32,689.45
862,631,21.033,bottle,39,174,0.4383,828.37,865.41,969.15,1140.25
863,631,21.033,person,0,178,0.4369,324.08,1039.42,854.98,1407.92
864,632,21.067,refrigerator,72,165,0.8548,28.01,0.53,1381.69,1376.65
865,632,21.067,bottle,39,170,0.6842,885.24,994.16,1099.22,1295.09
866,632,21.067,bottle,39,175,0.5409,737.48,790.48,860.45,1004.63
867,632,21.067,bottle,39,176,0.6326,896.57,355.5,1073.96,692.39
868,632,21.067,bottle,39,174,0.4685,824.04,868.36,971.71,1152.39
869,632,21.067,person,0,178,0.3843,307.36,1003.03,883.48,1407.85
870,632,21.067,bottle,39,181,0.4248,823.54,283.43,1002.82,638.05
871,633,21.1,refrigerator,72,165,0.8574,33.58,0.16,1378.05,1359.69
872,633,21.1,bottle,39,170,0.7139,885.0,997.99,1105.33,1304.56
873,633,21.1,bottle,39,175,0.4184,722.02,793.36,860.11,1037.83
874,633,21.1,bottle,39,176,0.6836,894.84,355.57,1077.26,699.04
875,633,21.1,person,0,178,0.4337,292.13,969.08,908.81,1407.91
876,633,21.1,bottle,39,181,0.4746,819.33,284.33,1000.56,642.7
877,634,21.133,refrigerator,72,165,0.8547,33.9,0.02,1374.98,1348.45
878,634,21.133,bottle,39,170,0.7479,890.76,1002.97,1114.44,1310.58
879,634,21.133,bottle,39,175,0.3516,715.32,795.51,862.25,1061.53
880,634,21.133,bottle,39,176,0.6537,896.77,355.65,1081.82,700.74
881,634,21.133,person,0,178,0.4729,290.46,946.29,930.71,1407.8
882,634,21.133,bottle,39,181,0.6874,814.96,278.12,1003.98,652.09
883,634,21.133,bottle,39,184,0.3602,740.42,383.2,812.58,616.69
884,635,21.167,refrigerator,72,165,0.859,32.61,0.0,1375.28,1342.91
885,635,21.167,bottle,39,170,0.7391,892.98,1008.53,1122.1,1321.01
886,635,21.167,bottle,39,175,0.4969,727.97,799.65,848.04,1016.13
887,635,21.167,bottle,39,176,0.7006,900.65,356.2,1088.08,701.98
888,635,21.167,person,0,178,0.3907,304.17,932.24,954.9,1407.81
889,635,21.167,bottle,39,181,0.6593,814.84,273.07,1007.51,654.8
890,635,21.167,bottle,39,186,0.3681,661.52,754.8,797.44,1013.82
891,635,21.167,bottle,39,174,0.5776,803.16,883.09,976.92,1208.8
892,636,21.2,refrigerator,72,165,0.8517,14.79,0.76,1392.78,1377.83
893,636,21.2,bottle,39,170,0.7519,899.53,1016.75,1129.66,1327.23
894,636,21.2,bottle,39,175,0.405,737.76,805.41,847.16,1003.14
895,636,21.2,bottle,39,176,0.7974,907.22,357.46,1097.39,704.26
896,636,21.2,person,0,178,0.5889,318.48,928.56,966.17,1407.26
897,636,21.2,bottle,39,186,0.3817,656.95,758.8,803.06,1037.77
898,636,21.2,bottle,39,184,0.3832,735.84,387.4,806.91,617.04
899,637,21.233,refrigerator,72,165,0.8525,14.98,1.43,1400.8,1385.63
900,637,21.233,bottle,39,170,0.707,907.28,1022.57,1142.9,1337.37
901,637,21.233,bottle,39,175,0.4318,740.55,810.81,848.72,1007.19
902,637,21.233,bottle,39,176,0.8516,908.32,356.54,1111.41,724.98
903,637,21.233,person,0,178,0.5539,333.17,931.09,972.61,1407.62
904,637,21.233,bottle,39,189,0.4345,1173.58,539.25,1363.39,814.42
905,637,21.233,bottle,39,184,0.5393,736.09,387.54,809.6,625.3
906,637,21.233,bottle,39,181,0.735,819.58,271.43,1017.38,664.16
907,637,21.233,bottle,39,174,0.6327,809.29,894.75,989.37,1221.59
908,638,21.267,refrigerator,72,165,0.8591,6.72,2.05,1403.93,1396.96
909,638,21.267,bottle,39,170,0.6347,917.89,1028.7,1149.76,1335.1
910,638,21.267,bottle,39,176,0.7573,915.32,362.64,1118.49,727.6
911,638,21.267,person,0,178,0.6918,361.02,941.22,983.9,1407.85
912,638,21.267,bottle,39,184,0.4801,738.18,389.62,809.6,620.52
913,638,21.267,bottle,39,181,0.5155,821.27,276.46,1020.9,674.05
914,638,21.267,bottle,39,174,0.683,809.18,905.71,996.25,1235.99
915,639,21.3,refrigerator,72,165,0.843,5.28,2.31,1394.48,1387.97
916,639,21.3,bottle,39,170,0.6511,925.94,1035.0,1157.33,1337.19
917,639,21.3,bottle,39,176,0.8417,919.18,363.41,1130.88,742.05
918,639,21.3,person,0,178,0.5739,388.07,949.02,1000.08,1407.68
919,639,21.3,bottle,39,184,0.3916,728.44,394.33,801.35,625.28
920,639,21.3,bottle,39,181,0.5138,824.95,274.26,1024.0,672.34
921,639,21.3,bottle,39,174,0.4531,815.74,913.26,1010.89,1250.7
922,639,21.3,bottle,39,175,0.5054,743.09,823.44,859.18,1037.35
923,639,21.3,bottle,39,189,0.4356,1193.36,547.5,1385.05,825.88
924,640,21.333,refrigerator,72,165,0.8469,13.04,2.3,1391.58,1373.31
925,640,21.333,bottle,39,170,0.5918,936.03,1047.23,1168.18,1346.3
926,640,21.333,bottle,39,176,0.8008,925.14,367.6,1137.02,743.19
927,640,21.333,person,0,178,0.3995,412.48,963.04,1006.03,1407.51
928,640,21.333,bottle,39,184,0.5755,726.54,396.88,801.83,630.72
929,640,21.333,bottle,39,181,0.4202,828.46,279.23,1028.3,680.72
930,640,21.333,bottle,39,174,0.5383,826.79,920.79,1027.49,1264.82
931,640,21.333,bottle,39,175,0.593,743.14,830.62,865.47,1060.37
932,640,21.333,bottle,39,189,0.3697,1208.53,554.03,1403.81,838.51
933,640,21.333,bottle,39,186,0.3831,642.5,783.08,825.4,1137.58
934,641,21.367,refrigerator,72,165,0.8702,14.56,2.05,1391.96,1368.46
935,641,21.367,bottle,39,170,0.6996,948.52,1055.68,1179.07,1348.02
936,641,21.367,bottle,39,176,0.7692,937.43,376.1,1148.38,747.38
937,641,21.367,person,0,178,0.4258,433.4,977.27,1008.98,1407.38
938,641,21.367,bottle,39,184,0.6187,736.38,406.09,812.3,639.47
939,641,21.367,bottle,39,181,0.4963,835.64,289.42,1034.53,690.52
940,641,21.367,bottle,39,175,0.6539,748.25,836.76,875.98,1081.55
941,641,21.367,bottle,39,189,0.5671,1219.74,564.12,1408.0,849.72
942,642,21.4,refrigerator,72,165,0.8828,17.36,0.72,1395.55,1365.92
943,642,21.4,bottle,39,170,0.5525,967.36,1075.23,1189.03,1349.8
944,642,21.4,bottle,39,176,0.4262,955.69,396.18,1168.68,770.38
945,642,21.4,person,0,178,0.3785,489.04,996.14,1036.73,1407.77
946,642,21.4,bottle,39,175,0.3871,758.15,851.83,890.84,1110.94
947,643,21.433,refrigerator,72,165,0.8722,15.84,0.55,1393.11,1363.67
948,643,21.433,bottle,39,176,0.461,979.87,424.41,1190.36,791.15
949,643,21.433,person,0,178,0.4373,545.32,1021.83,1059.06,1407.93
950,644,21.467,refrigerator,72,165,0.877,7.04,0.16,1394.08,1372.39
951,644,21.467,bottle,39,176,0.7171,1002.44,454.21,1215.22,823.84
952,644,21.467,person,0,178,0.4423,603.35,1046.72,1082.68,1407.68
953,645,21.5,refrigerator,72,165,0.861,0.0,3.27,1395.34,1395.9
954,645,21.5,bottle,39,176,0.5865,1021.62,479.49,1228.87,834.62
955,645,21.5,bottle,39,174,0.5325,818.29,937.02,973.37,1213.12
956,646,21.533,refrigerator,72,165,0.8444,0.0,10.52,1392.46,1399.59
957,646,21.533,bottle,39,176,0.7009,1038.0,498.26,1241.49,842.86
958,646,21.533,bottle,39,191,0.4202,815.05,526.31,901.64,746.24
959,646,21.533,bottle,39,192,0.53,931.0,425.67,1102.27,815.93
960,646,21.533,bottle,39,174,0.6315,825.76,947.94,974.3,1222.18
961,646,21.533,bottle,39,175,0.4321,772.13,896.81,898.29,1145.76
962,647,21.567,refrigerator,72,165,0.8681,0.0,12.79,1396.66,1403.73
963,647,21.567,bottle,39,176,0.6344,1049.32,513.21,1250.76,850.44
964,647,21.567,bottle,39,174,0.508,839.54,960.37,979.02,1225.24
965,647,21.567,bottle,39,193,0.4895,724.82,0.59,856.34,201.67
966,647,21.567,bottle,39,194,0.3932,549.95,0.09,652.43,112.28
967,647,21.567,bottle,39,175,0.3692,781.22,911.25,905.17,1158.83
968,648,21.6,refrigerator,72,165,0.8703,4.31,16.4,1403.73,1406.2
969,648,21.6,bottle,39,176,0.683,1048.8,526.52,1259.96,876.99
970,648,21.6,bottle,39,174,0.7011,850.47,972.24,982.6,1228.9
971,648,21.6,bottle,39,193,0.4843,720.22,1.39,859.61,215.09
972,648,21.6,bottle,39,194,0.4689,545.42,1.12,658.7,125.76
973,649,21.633,refrigerator,72,165,0.8751,9.48,15.06,1399.58,1393.13
974,649,21.633,bottle,39,176,0.6494,1052.69,536.31,1264.31,884.27
975,649,21.633,bottle,39,174,0.5569,862.07,980.02,986.55,1225.63
976,649,21.633,bottle,39,193,0.6262,717.95,2.12,863.34,226.21
977,649,21.633,bottle,39,196,0.4318,977.69,960.82,1149.75,1339.94
978,650,21.667,refrigerator,72,165,0.8634,2.36,10.91,1406.15,1402.81
979,650,21.667,bottle,39,176,0.6826,1059.84,543.48,1267.39,881.57
980,650,21.667,bottle,39,193,0.4785,712.8,3.79,865.48,240.9
981,651,21.7,refrigerator,72,165,0.8476,6.2,8.15,1402.09,1390.31
982,651,21.7,bottle,39,176,0.6524,1062.83,551.63,1268.58,884.24
983,651,21.7,bottle,39,193,0.5666,709.78,2.72,867.74,250.72
984,652,21.733,refrigerator,72,165,0.8445,3.75,15.55,1401.27,1398.73
985,652,21.733,bottle,39,176,0.6567,1057.43,562.24,1270.15,905.31
986,652,21.733,bottle,39,193,0.4305,704.86,3.96,865.91,260.4
987,652,21.733,bottle,39,204,0.5364,556.81,58.52,644.73,185.12
988,653,21.767,refrigerator,72,165,0.819,29.0,66.56,1387.68,1405.31
989,653,21.767,bottle,39,176,0.7112,1053.91,566.51,1266.92,909.18
990,653,21.767,bottle,39,193,0.5744,701.82,8.53,864.42,271.84
991,653,21.767,bottle,39,204,0.4928,553.71,67.53,643.11,196.5
992,653,21.767,bottle,39,205,0.4081,636.79,100.89,717.4,221.73
993,654,21.8,refrigerator,72,165,0.829,36.9,97.85,1369.43,1404.01
994,654,21.8,bottle,39,176,0.6989,1049.58,572.05,1266.97,923.26
995,654,21.8,bottle,39,193,0.479,698.47,17.36,858.59,280.87
996,654,21.8,bottle,39,204,0.4861,551.57,80.44,640.03,208.47
997,654,21.8,bottle,39,205,0.4676,633.32,107.18,715.81,230.92
998,654,21.8,bottle,39,192,0.3817,943.78,499.0,1104.87,867.94
999,655,21.833,refrigerator,72,165,0.8282,41.33,133.99,1349.61,1407.2
1000,655,21.833,bottle,39,176,0.6793,1045.95,577.17,1260.12,924.42
1001,655,21.833,bottle,39,193,0.4766,696.36,22.84,854.62,287.85
1002,655,21.833,bottle,39,204,0.4055,549.31,91.45,637.56,219.5
1003,655,21.833,bottle,39,205,0.4116,631.48,118.36,712.78,240.4
1004,655,21.833,bottle,39,192,0.4104,938.9,504.85,1101.58,880.1
1005,656,21.867,refrigerator,72,165,0.8325,21.72,81.78,1375.5,1397.12
1006,656,21.867,bottle,39,176,0.686,1040.19,581.78,1254.55,931.68
1007,656,21.867,bottle,39,193,0.5542,694.44,32.61,849.03,296.04
1008,656,21.867,bottle,39,204,0.4008,545.51,100.63,633.92,229.1
1009,656,21.867,bottle,39,205,0.3554,628.92,126.89,709.99,248.82
1010,656,21.867,bottle,39,192,0.3905,933.27,511.4,1093.66,883.82
1011,656,21.867,bottle,39,208,0.5202,596.89,459.38,656.53,582.8
1012,657,21.9,refrigerator,72,165,0.7991,10.6,45.95,1396.11,1392.66
1013,657,21.9,bottle,39,176,0.7246,1030.11,587.74,1249.28,948.44
1014,657,21.9,bottle,39,193,0.4755,692.63,40.59,843.69,302.16
1015,657,21.9,bottle,39,204,0.4963,545.42,109.73,633.69,239.01
1016,657,21.9,bottle,39,205,0.4171,627.1,135.95,707.03,256.31
1017,657,21.9,bottle,39,192,0.5634,927.66,518.99,1088.63,896.51
1018,657,21.9,bottle,39,208,0.4585,593.45,464.67,653.44,588.53
1019,658,21.933,refrigerator,72,165,0.8189,0.6,20.33,1405.33,1386.72
1020,658,21.933,bottle,39,176,0.7215,1023.0,591.89,1242.87,956.85
1021,658,21.933,bottle,39,193,0.4897,689.66,47.2,839.3,310.76
1022,658,21.933,bottle,39,204,0.5026,544.0,119.38,631.36,247.98
1023,658,21.933,bottle,39,205,0.4307,624.29,143.66,705.54,266.35
1024,658,21.933,bottle,39,192,0.4056,922.25,528.83,1079.92,901.02
1025,659,21.967,refrigerator,72,165,0.7588,0.0,5.99,1408.0,1392.26
1026,659,21.967,bottle,39,176,0.7631,1015.65,599.84,1232.71,962.3
1027,659,21.967,bottle,39,193,0.5836,688.32,54.09,836.34,319.55
1028,659,21.967,bottle,39,204,0.5846,546.42,129.82,631.75,256.86
1029,659,21.967,bottle,39,205,0.4922,623.73,155.91,703.27,276.25
1030,659,21.967,bottle,39,213,0.3852,810.15,631.26,891.03,836.34
1031,660,22.0,refrigerator,72,165,0.776,0.0,13.66,1408.0,1402.51
1032,660,22.0,bottle,39,176,0.8168,1009.63,604.68,1224.92,967.11
1033,660,22.0,bottle,39,193,0.6036,689.06,63.18,833.39,326.4
1034,660,22.0,bottle,39,204,0.5195,546.65,137.53,632.83,267.22
1035,660,22.0,bottle,39,205,0.5263,623.44,162.74,704.48,285.94
1036,660,22.0,bottle,39,174,0.41,888.39,1035.67,1003.08,1271.94
1037,661,22.033,refrigerator,72,165,0.7603,0.0,3.69,1408.0,1398.1
1038,661,22.033,bottle,39,176,0.7755,1005.47,609.16,1214.71,963.41
1039,661,22.033,bottle,39,193,0.5299,689.43,71.66,831.11,334.14
1040,661,22.033,bottle,39,204,0.5522,550.25,147.59,634.91,275.91
1041,661,22.033,bottle,39,205,0.4457,626.33,172.21,706.14,294.02
1042,661,22.033,bottle,39,174,0.43,893.6,1038.91,1002.22,1269.68
1043,661,22.033,bottle,39,213,0.4508,819.45,641.24,900.71,848.91
1044,662,22.067,refrigerator,72,165,0.7885,0.0,28.27,1408.0,1404.73
1045,662,22.067,bottle,39,176,0.757,1000.73,614.54,1209.29,970.79
1046,662,22.067,bottle,39,193,0.411,691.95,82.82,831.61,345.14
1047,662,22.067,bottle,39,204,0.561,555.14,159.0,638.22,286.05
1048,662,22.067,bottle,39,205,0.5827,629.58,182.74,708.99,304.48
1049,662,22.067,bottle,39,174,0.4345,897.43,1040.92,1004.11,1273.38
1050,662,22.067,bottle,39,213,0.4982,821.92,647.53,902.5,855.6
1051,662,22.067,bottle,39,192,0.3786,909.03,546.76,1061.42,909.03
1052,663,22.1,refrigerator,72,165,0.7755,0.0,27.35,1408.0,1407.24
1053,663,22.1,bottle,39,176,0.711,1005.72,619.98,1203.35,957.99
1054,663,22.1,bottle,39,193,0.5337,697.8,92.38,835.56,354.72
1055,663,22.1,bottle,39,204,0.5172,563.01,169.38,643.73,293.77
1056,663,22.1,bottle,39,174,0.4276,902.55,1044.33,1009.31,1283.05
1057,663,22.1,bottle,39,213,0.3852,826.16,653.85,904.97,860.0
1058,664,22.133,refrigerator,72,165,0.7975,6.5,44.3,1403.58,1408.0
1059,664,22.133,bottle,39,176,0.7661,1006.08,625.53,1203.93,965.8
1060,664,22.133,bottle,39,193,0.4892,707.17,106.82,840.6,363.98
1061,664,22.133,bottle,39,204,0.4677,573.56,183.02,652.12,304.91
1062,664,22.133,bottle,39,174,0.4978,910.92,1048.98,1015.84,1288.81
1063,664,22.133,bottle,39,205,0.4227,642.62,196.0,726.32,325.64
1064,665,22.167,refrigerator,72,165,0.7826,12.4,45.8,1407.85,1408.0
1065,665,22.167,bottle,39,176,0.7449,1010.36,631.16,1205.64,968.33
1066,665,22.167,bottle,39,193,0.354,714.61,118.7,847.06,375.19
1067,665,22.167,bottle,39,204,0.5468,586.73,195.67,662.95,314.73
1068,665,22.167,bottle,39,174,0.3802,922.73,1052.68,1025.46,1290.49
1069,665,22.167,bottle,39,205,0.3614,657.11,214.85,734.28,334.95
1070,666,22.2,refrigerator,72,165,0.8048,2.8,17.25,1408.0,1408.0
1071,666,22.2,bottle,39,176,0.7082,1014.52,634.47,1208.77,971.52
1072,666,22.2,bottle,39,193,0.5298,724.04,126.65,854.76,381.4
1073,666,22.2,bottle,39,204,0.5941,599.97,204.51,674.7,322.11
1074,666,22.2,bottle,39,174,0.4314,934.79,1053.22,1034.55,1287.62
1075,666,22.2,bottle,39,205,0.3616,668.16,221.98,745.1,342.52
1076,667,22.233,refrigerator,72,165,0.7523,7.12,10.65,1408.0,1408.0
1077,667,22.233,bottle,39,176,0.7367,1020.57,633.31,1208.01,958.85
1078,667,22.233,bottle,39,193,0.3732,732.46,128.81,860.26,378.75
1079,667,22.233,bottle,39,204,0.5841,613.93,207.86,686.73,323.6
1080,667,22.233,bottle,39,174,0.482,944.43,1050.9,1041.73,1282.48
1081,668,22.267,refrigerator,72,165,0.6773,16.02,4.55,1408.0,1402.49
1082,668,22.267,bottle,39,176,0.7235,1021.98,629.91,1208.36,954.71
1083,668,22.267,bottle,39,193,0.5425,743.52,128.45,869.74,376.23
1084,668,22.267,bottle,39,204,0.5522,627.31,206.19,698.54,320.72
1085,668,22.267,bottle,39,174,0.4452,951.48,1045.39,1048.06,1277.06
1086,669,22.3,refrigerator,72,165,0.7562,13.65,0.55,1408.0,1404.43
1087,669,22.3,bottle,39,176,0.7464,1019.47,625.59,1206.18,952.5
1088,669,22.3,bottle,39,193,0.5878,754.24,124.45,880.48,372.97
1089,669,22.3,bottle,39,204,0.5222,638.71,200.82,709.86,316.43
1090,670,22.333,refrigerator,72,165,0.6929,0.54,0.0,1384.47,1373.18
1091,670,22.333,bottle,39,176,0.7325,1015.99,620.55,1200.57,944.83
1092,670,22.333,bottle,39,193,0.519,766.62,127.69,888.24,367.82
1093,670,22.333,bottle,39,204,0.54,650.48,194.12,720.25,309.2
1094,671,22.367,refrigerator,72,165,0.6765,0.31,0.0,1373.78,1361.66
1095,671,22.367,bottle,39,176,0.682,1010.11,617.8,1195.1,944.97
1096,671,22.367,bottle,39,193,0.4874,773.41,122.57,896.05,365.07
